,Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd,user,Probe
5159,6,1108466,1113466,4.325,3.487,4.106,5.8,23.758,23.254,27.714,27.717,36.322,37.465,32.943,32.769,5.317,5.481,5.768,6.138,15.502,15.255,4,0
5160,6,1113466,1118467,3.487,3.566,5.8,4.356,23.254,22.745,27.717,27.721,37.465,35.625,32.769,32.179,5.481,6.59,6.138,5.892,15.255,15.748,4,1
5161,6,1118467,1123466,3.566,2.719,4.356,6.191,22.745,22.24,27.721,27.71,35.625,36.332,32.179,33.263,6.59,5.399,5.892,5.81,15.748,18.377,4,0
5162,6,1123466,1128467,2.719,2.981,6.191,6.141,22.24,21.736,27.71,27.71,36.332,36.487,33.263,32.653,5.399,5.604,5.81,6.22,18.377,15.707,4,0
5163,6,1128467,1133467,2.981,3.677,6.141,6.008,21.736,21.247,27.71,27.71,36.487,36.08,32.653,32.179,5.604,9.67,6.22,5.974,15.707,15.584,4,0
5164,6,1133467,1138467,3.677,4.972,6.008,5.496,21.247,20.604,27.71,27.707,36.08,36.565,32.179,33.195,9.67,10.204,5.974,5.727,15.584,15.83,4,0
5165,6,1138467,1143466,4.972,5.181,5.496,4.044,20.604,20.23,27.707,27.696,36.565,36.138,33.195,32.808,10.204,5.235,5.727,5.851,15.83,15.748,4,0
5166,6,1143466,1148467,5.181,5.2,4.044,4.044,20.23,19.721,27.696,27.686,36.138,35.916,32.808,32.905,5.235,5.358,5.851,5.81,15.748,15.83,4,0
5167,6,1148467,1153467,5.2,5.314,4.044,4.099,19.721,19.197,27.686,27.693,35.916,36.41,32.905,32.537,5.358,5.399,5.81,5.851,15.83,15.461,4,0
5168,6,1153467,1158467,5.314,6.346,4.099,5.501,19.197,18.751,27.693,27.696,36.41,36.284,32.537,33.573,5.399,6.549,5.851,10.204,15.461,16.282,4,0
5169,6,1158467,1163467,6.346,6.442,5.501,5.683,18.751,18.235,27.696,27.689,36.284,35.441,33.573,32.721,6.549,5.399,10.204,9.465,16.282,15.953,4,1
5170,6,1163467,1168468,6.442,6.442,5.683,5.69,18.235,17.84,27.689,27.689,35.441,36.874,32.721,32.963,5.399,5.563,9.465,13.982,15.953,16.2,4,0
5171,6,1168468,1173467,6.442,6.428,5.69,5.69,17.84,17.43,27.689,27.689,36.874,37.368,32.963,32.74,5.563,5.481,13.982,7.575,16.2,15.338,4,0
5172,6,1173467,1178468,6.428,5.025,5.69,5.605,17.43,17.02,27.689,27.682,37.368,36.245,32.74,32.479,5.481,8.438,7.575,7.083,15.338,15.338,4,0
5173,6,1178468,1183468,5.025,4.907,5.605,6.047,17.02,16.634,27.682,27.689,36.245,35.596,32.479,33.544,8.438,5.563,7.083,9.465,15.338,15.173,4,0
5174,6,1183468,1188469,4.907,4.907,6.047,6.047,16.634,16.259,27.689,27.686,35.596,36.264,33.544,33.205,5.563,5.399,9.465,7.699,15.173,15.132,4,0
5175,6,1188469,1193468,4.907,4.907,6.047,6.042,16.259,15.873,27.686,27.658,36.264,36.681,33.205,32.721,5.399,5.235,7.699,6.508,15.132,15.05,4,0
5176,6,1193468,1198469,4.907,5.582,6.042,6.271,15.873,15.498,27.658,27.665,36.681,36.661,32.721,33.098,5.235,5.44,6.508,9.136,15.05,14.886,4,0
5177,6,1198469,1203469,5.582,7.042,6.271,6.609,15.498,15.108,27.665,27.665,36.661,36.526,33.098,32.169,5.44,15.912,9.136,6.385,14.886,15.132,4,0
5178,6,519589,524589,5.0,5.0,5.0,5.0,15.814,15.774,26.602,26.662,35.179,36.787,32.963,33.302,4.783,4.824,6.22,6.22,6.919,7.945,16,0
5179,6,524589,529590,5.0,5.0,5.0,5.0,15.774,15.601,26.662,26.704,36.787,35.877,33.302,34.783,4.824,4.824,6.22,6.59,7.945,7.247,16,0
5180,6,529590,534589,5.0,5.0,5.0,5.0,15.601,15.506,26.704,26.739,35.877,38.298,34.783,32.798,4.824,9.752,6.59,9.342,7.247,7.699,16,1
5181,6,534589,539590,5.0,5.0,5.0,5.0,15.506,15.392,26.739,26.76,38.298,34.792,32.798,32.808,9.752,4.824,9.342,6.343,7.699,10.286,16,1
5182,6,539590,544590,5.0,5.0,5.0,5.0,15.392,15.278,26.76,26.788,34.792,36.749,32.808,34.366,4.824,4.824,6.343,6.302,10.286,7.986,16,0
5183,6,544590,549591,5.0,6.233,5.0,4.906,15.278,15.25,26.788,26.802,36.749,38.618,34.366,33.195,4.824,5.851,6.302,6.508,7.986,7.904,16,0
5184,6,549591,554590,6.233,6.361,4.906,5.002,15.25,15.207,26.802,26.816,38.618,34.666,33.195,33.205,5.851,5.07,6.508,6.385,7.904,8.15,16,0
5185,6,554590,559591,6.361,5.961,5.002,5.002,15.207,15.061,26.816,26.816,34.666,35.383,33.205,33.156,5.07,4.988,6.385,6.467,8.15,7.206,16,0
5186,6,559591,564591,5.961,6.053,5.002,5.002,15.061,14.966,26.816,26.813,35.383,37.068,33.156,35.199,4.988,5.07,6.467,6.549,7.206,7.37,16,0
5187,6,564591,569591,6.053,6.053,5.002,4.983,14.966,14.852,26.813,26.788,37.068,35.809,35.199,34.928,5.07,4.742,6.549,6.262,7.37,7.575,16,1
5188,6,569591,574591,6.053,6.053,4.983,4.968,14.852,14.876,26.788,26.802,35.809,34.908,34.928,33.757,4.742,4.865,6.262,6.508,7.575,7.781,16,0
5189,6,574591,579592,6.053,6.053,4.968,4.966,14.876,14.749,26.802,26.799,34.908,35.78,33.757,33.002,4.865,4.865,6.508,6.549,7.781,7.658,16,0
5190,6,579592,584592,6.053,6.053,4.966,4.966,14.749,14.627,26.799,26.799,35.78,38.415,33.002,33.611,4.865,4.906,6.549,6.426,7.658,7.452,16,0
5191,6,584592,589592,6.053,6.052,4.966,4.966,14.627,14.54,26.799,26.788,38.415,37.446,33.611,33.418,4.906,4.783,6.426,6.343,7.452,7.042,16,0
5192,6,589592,594592,6.052,6.05,4.966,4.966,14.54,14.406,26.788,26.799,37.446,34.831,33.418,33.021,4.783,4.988,6.343,6.59,7.042,8.274,16,0
5193,6,594592,599593,6.05,6.043,4.966,4.966,14.406,14.442,26.799,26.785,34.831,35.974,33.021,33.011,4.988,4.783,6.59,6.549,8.274,7.329,16,0
5194,6,599593,604592,6.043,6.043,4.966,4.996,14.442,14.316,26.785,26.781,35.974,37.737,33.011,33.902,4.783,4.824,6.549,6.426,7.329,7.411,16,0
5195,6,604592,609593,6.043,6.043,4.996,4.996,14.316,14.194,26.781,26.771,37.737,37.485,33.902,35.276,4.824,4.906,6.426,6.343,7.411,7.37,16,0
5196,6,609593,614593,6.043,6.043,4.996,4.996,14.194,14.162,26.771,26.76,37.485,37.494,35.276,34.541,4.906,4.824,6.343,6.754,7.37,7.288,16,0
5197,6,614593,619594,6.043,6.043,4.996,4.996,14.162,14.04,26.76,26.753,37.494,35.015,34.541,32.943,4.824,4.742,6.754,6.343,7.288,10.04,16,0
5198,6,619594,624593,6.043,6.043,4.996,4.993,14.04,14.024,26.753,26.746,35.015,35.77,32.943,32.905,4.742,4.824,6.343,6.631,10.04,7.822,16,0
5199,6,624593,629594,6.043,6.043,4.993,4.983,14.024,13.85,26.746,26.743,35.77,37.388,32.905,35.334,4.824,4.742,6.631,6.631,7.822,7.781,16,0
5200,6,629594,634594,6.043,6.043,4.983,4.983,13.85,13.783,26.743,26.736,37.388,38.366,35.334,32.992,4.742,4.824,6.631,6.467,7.781,6.795,16,0
5201,6,634594,639594,6.043,6.043,4.983,4.977,13.783,13.697,26.736,26.729,38.366,37.94,32.992,32.866,4.824,4.824,6.467,6.508,6.795,7.247,16,0
5202,6,639594,644594,6.043,6.307,4.977,4.945,13.697,13.697,26.729,26.729,37.94,38.134,32.866,33.079,4.824,5.03,6.508,6.631,7.247,6.754,16,0
5203,6,644594,649595,6.307,6.307,4.945,4.945,13.697,13.669,26.729,26.743,38.134,34.114,33.079,32.769,5.03,4.783,6.631,6.631,6.754,16.693,16,0
5204,6,649595,654595,6.307,6.307,4.945,4.944,13.669,13.582,26.743,26.75,34.114,36.942,32.769,34.308,4.783,4.742,6.631,6.59,16.693,7.74,16,0
5205,6,654595,659595,6.307,6.307,4.944,4.921,13.582,13.5,26.75,26.771,36.942,38.337,34.308,33.05,4.742,4.906,6.59,6.754,7.74,7.74,16,0
5206,6,1611656,1616656,4.93,4.93,4.132,4.114,33.693,33.76,22.564,22.553,37.126,36.061,31.095,31.114,6.672,6.015,7.165,7.452,11.97,13.49,17,0
5207,6,1616656,1621656,4.93,4.551,4.114,4.129,33.76,33.768,22.553,22.553,36.061,36.274,31.114,31.133,6.015,6.056,7.452,8.644,13.49,13.654,17,0
5208,6,1621656,1626656,4.551,4.576,4.129,4.099,33.768,33.563,22.553,22.56,36.274,36.584,31.133,31.201,6.056,5.481,8.644,7.781,13.654,10.574,17,0
5209,6,1626656,1631657,4.576,4.646,4.099,4.318,33.563,33.299,22.56,22.546,36.584,36.739,31.201,31.23,5.481,5.481,7.781,7.288,10.574,9.916,17,0
5210,6,1631657,1636659,4.646,4.406,4.318,4.814,33.299,33.063,22.546,22.546,36.739,36.1,31.23,31.133,5.481,5.399,7.288,7.494,9.916,11.477,17,0
5211,6,1636659,1641657,4.406,4.45,4.814,4.863,33.063,32.759,22.546,22.55,36.1,36.332,31.133,31.24,5.399,5.399,7.494,7.165,11.477,12.257,17,0
5212,6,1641657,1646657,4.45,4.463,4.863,4.833,32.759,32.432,22.55,22.536,36.332,36.71,31.24,31.453,5.399,5.317,7.165,7.575,12.257,12.257,17,0
5213,6,1646657,1651658,4.463,5.0,4.833,5.0,32.432,32.073,22.536,22.539,36.71,36.196,31.453,30.969,5.317,5.317,7.575,7.001,12.257,9.752,17,0
5214,6,1651658,1656657,5.0,5.434,5.0,4.853,32.073,31.726,22.539,22.546,36.196,37.833,30.969,30.93,5.317,5.44,7.001,7.822,9.752,12.339,17,0
5215,6,1656657,1661658,5.434,5.434,4.853,4.933,31.726,31.359,22.546,22.546,37.833,35.199,30.93,30.814,5.44,5.522,7.822,7.124,12.339,11.641,17,1
5216,6,1661658,1666658,5.434,5.434,4.933,4.948,31.359,31.048,22.546,22.532,35.199,35.712,30.814,30.737,5.522,5.481,7.124,7.658,11.641,8.931,17,0
5217,6,1666658,1671659,5.434,3.75,4.948,4.826,31.048,30.662,22.532,22.543,35.712,36.119,30.737,30.862,5.481,5.645,7.658,7.411,8.931,9.218,17,0
5218,6,1671659,1676658,3.75,4.088,4.826,4.826,30.662,30.319,22.543,22.539,36.119,37.0,30.862,31.172,5.645,5.317,7.411,7.658,9.218,9.711,17,0
5219,6,1676658,1681659,4.088,4.092,4.826,4.826,30.319,30.062,22.539,22.543,37.0,35.877,31.172,30.775,5.317,5.44,7.658,7.617,9.711,8.602,17,0
5220,6,1681659,1686659,4.092,4.268,4.826,4.852,30.062,29.617,22.543,22.536,35.877,37.059,30.775,30.766,5.44,5.317,7.617,7.781,8.602,11.559,17,0
5221,6,1686659,1691659,4.268,4.278,4.852,4.879,29.617,29.325,22.536,22.536,37.059,36.051,30.766,31.133,5.317,5.481,7.781,7.74,11.559,11.436,17,0
5222,6,1691659,1696664,4.278,4.278,4.879,4.879,29.325,28.927,22.536,22.543,36.051,36.613,31.133,31.172,5.481,5.481,7.74,7.001,11.436,8.972,17,1
5223,6,1696664,1701660,4.278,4.235,4.879,4.855,28.927,28.537,22.543,22.543,36.613,37.698,31.172,30.824,5.481,5.358,7.001,7.781,8.972,10.656,17,0
5224,6,1701660,1706660,4.235,4.235,4.855,4.855,28.537,28.146,22.543,22.532,37.698,36.022,30.824,31.153,5.358,5.317,7.781,7.986,10.656,10.245,17,0
5225,6,1706660,1711660,4.235,4.235,4.855,4.855,28.146,27.756,22.532,22.539,36.022,36.061,31.153,30.891,5.317,5.358,7.986,7.288,10.245,11.189,17,0
5226,6,1711660,1716660,4.235,4.235,4.855,4.783,27.756,27.433,22.539,22.543,36.061,35.654,30.891,31.192,5.358,5.276,7.288,7.37,11.189,13.161,17,0
5227,6,1716660,1721661,4.235,4.196,4.783,4.633,27.433,27.031,22.543,22.546,35.654,36.729,31.192,31.075,5.276,5.235,7.37,7.494,13.161,9.465,17,0
5228,6,1721661,1726660,4.196,4.196,4.633,4.565,27.031,26.652,22.546,22.539,36.729,37.204,31.075,32.005,5.235,5.851,7.494,7.247,9.465,12.422,17,0
5229,6,1726660,1731661,4.196,4.189,4.565,4.36,26.652,26.329,22.539,22.546,37.204,35.732,32.005,31.075,5.851,14.516,7.247,11.066,12.422,11.395,17,1
5230,6,1731661,1736661,4.189,4.189,4.36,4.296,26.329,26.025,22.546,22.539,35.732,36.962,31.075,30.862,14.516,8.684,11.066,7.863,11.395,11.108,17,1
5231,6,1736661,1741662,4.189,4.189,4.296,4.296,26.025,25.584,22.539,22.539,36.962,36.506,30.862,30.988,8.684,8.602,7.863,8.069,11.108,10.286,17,0
5232,6,1741662,1746661,4.189,4.189,4.296,4.244,25.584,25.315,22.539,22.543,36.506,35.712,30.988,30.843,8.602,6.919,8.069,7.534,10.286,12.134,17,0
5233,6,1746661,1751662,4.189,4.189,4.244,4.173,25.315,24.953,22.543,22.536,35.712,36.836,30.843,30.795,6.919,7.945,7.534,7.534,12.134,9.547,17,0
5234,6,1751662,1756662,4.189,4.189,4.173,4.173,24.953,24.673,22.536,22.536,36.836,36.129,30.795,30.891,7.945,7.124,7.534,7.452,9.547,11.149,17,0
5235,6,1063484,1068484,5.0,5.0,5.0,5.0,15.648,15.325,33.859,33.873,37.272,33.911,37.774,37.077,4.947,4.865,5.481,5.645,5.727,6.262,18,0
5236,6,1068484,1073484,5.0,6.05,5.0,4.554,15.325,15.033,33.873,33.866,33.911,37.407,37.077,39.797,4.865,5.317,5.645,5.768,6.262,5.851,18,1
5237,6,1073484,1078485,6.05,6.007,4.554,4.554,15.033,15.116,33.866,33.887,37.407,38.996,39.797,36.699,5.317,15.83,5.768,11.231,5.851,6.097,18,1
5238,6,1078485,1083484,6.007,6.004,4.554,4.469,15.116,15.242,33.887,33.887,38.996,37.184,36.699,37.551,15.83,4.865,11.231,5.522,6.097,5.768,18,1
5239,6,1083484,1088485,6.004,6.651,4.469,4.627,15.242,15.112,33.887,33.873,37.184,35.615,37.551,37.348,4.865,4.947,5.522,5.604,5.768,6.097,18,0
5240,6,1088485,1093485,6.651,6.351,4.627,4.911,15.112,14.907,33.873,33.884,35.615,36.826,37.348,37.696,4.947,5.153,5.604,5.727,6.097,5.81,18,0
5241,6,1093485,1098486,6.351,6.351,4.911,4.826,14.907,14.659,33.884,33.894,36.826,37.523,37.696,36.806,5.153,4.865,5.727,5.645,5.81,5.687,18,0
5242,6,1098486,1103486,6.351,6.351,4.826,5.019,14.659,14.513,33.894,33.915,37.523,34.802,36.806,37.144,4.865,4.906,5.645,5.604,5.687,10.656,18,0
5243,6,1103486,1108487,6.351,6.351,5.019,5.0,14.513,14.174,33.915,33.943,34.802,36.574,37.144,36.651,4.906,4.824,5.604,5.563,10.656,5.933,18,0
5244,6,1108487,1113487,6.351,6.999,5.0,5.067,14.174,13.992,33.943,34.014,36.574,39.674,36.651,36.593,4.824,4.824,5.563,5.522,5.933,5.81,18,0
5245,6,1113487,1118487,6.999,7.233,5.067,5.432,13.992,13.772,34.014,34.066,39.674,36.361,36.593,37.725,4.824,4.783,5.522,5.481,5.81,5.604,18,0
5246,6,1118487,1123487,7.233,7.222,5.432,5.426,13.772,13.531,34.066,34.154,36.361,41.446,37.725,37.106,4.783,4.906,5.481,5.604,5.604,5.974,18,0
5247,6,1123487,1128488,7.222,7.18,5.426,5.401,13.531,13.35,34.154,34.22,41.446,34.482,37.106,37.096,4.906,4.783,5.604,5.522,5.974,9.506,18,0
5248,6,1128488,1133488,7.18,7.165,5.401,5.374,13.35,13.196,34.22,34.276,34.482,37.388,37.096,37.038,4.783,4.906,5.522,5.563,9.506,5.892,18,0
5249,6,1133488,1138488,7.165,7.14,5.374,5.349,13.196,12.967,34.276,34.315,37.388,39.955,37.038,36.554,4.906,4.783,5.563,5.522,5.892,5.81,18,1
5250,6,1138488,1143488,7.14,6.944,5.349,5.26,12.967,12.829,34.315,34.343,39.955,35.141,36.554,36.583,4.783,4.701,5.522,5.563,5.81,5.768,18,0
5251,6,1143488,1148489,6.944,6.905,5.26,5.246,12.829,12.683,34.343,34.361,35.141,41.32,36.583,37.386,4.701,4.66,5.563,5.481,5.768,5.768,18,0
5252,6,1148489,1153488,6.905,6.883,5.246,5.228,12.683,12.384,34.361,34.399,41.32,34.482,37.386,37.735,4.66,4.947,5.481,5.687,5.768,5.81,18,0
5253,6,1153488,1158489,6.883,6.786,5.228,5.224,12.384,12.195,34.399,34.431,34.482,37.795,37.735,37.522,4.947,4.824,5.687,5.563,5.81,5.768,18,0
5254,6,1158489,1163489,6.786,6.885,5.224,5.054,12.195,12.159,34.431,34.452,37.795,33.049,37.522,36.96,4.824,4.824,5.563,5.604,5.768,6.056,18,0
5255,6,1163489,1168490,6.885,6.487,5.054,5.175,12.159,11.99,34.452,34.459,33.049,34.899,36.96,36.544,4.824,4.742,5.604,5.481,6.056,9.095,18,0
5256,6,1168490,1173489,6.487,6.61,5.175,5.155,11.99,11.875,34.459,34.483,34.899,37.117,36.544,36.757,4.742,4.906,5.481,5.522,9.095,5.727,18,0
5257,6,1173489,1178490,6.61,6.58,5.155,5.132,11.875,11.694,34.483,34.483,37.117,39.451,36.757,37.851,4.906,4.824,5.522,5.604,5.727,6.056,18,0
5258,6,1178490,1183490,6.58,6.628,5.132,5.369,11.694,11.56,34.483,34.483,39.451,36.545,37.851,37.832,4.824,4.865,5.604,5.645,6.056,5.687,18,0
5259,6,1183490,1188490,6.628,6.894,5.369,5.554,11.56,11.41,34.483,34.473,36.545,36.768,37.832,37.725,4.865,4.824,5.645,5.645,5.687,5.768,18,0
5260,6,1188490,1193490,6.894,6.886,5.554,5.554,11.41,11.367,34.473,34.452,36.768,38.734,37.725,36.612,4.824,4.66,5.645,5.481,5.768,5.727,18,0
5261,6,1193490,1198491,6.886,6.881,5.554,5.554,11.367,11.209,34.452,34.441,38.734,34.928,36.612,36.922,4.66,4.66,5.481,5.604,5.727,5.727,18,0
5262,6,1198491,1203491,6.881,6.874,5.554,5.55,11.209,11.118,34.441,34.417,34.928,33.862,36.922,36.96,4.66,4.701,5.604,5.604,5.727,6.056,18,0
5263,6,2184857,2189857,5.0,5.029,5.0,5.3,40.1,39.824,23.955,23.955,37.029,36.012,30.301,30.659,4.824,4.906,8.192,7.575,6.22,12.339,15,0
5264,6,2189857,2194857,5.029,5.601,5.3,4.362,39.824,39.564,23.955,23.945,36.012,36.574,30.659,31.25,4.906,5.81,7.575,7.863,12.339,6.467,15,0
5265,6,2194857,2199858,5.601,6.185,4.362,5.264,39.564,39.426,23.945,23.955,36.574,36.661,31.25,30.417,5.81,6.179,7.863,6.672,6.467,6.343,15,0
5266,6,2199858,2204858,6.185,6.314,5.264,5.686,39.426,39.146,23.955,23.931,36.661,36.439,30.417,31.008,6.179,5.81,6.672,6.713,6.343,6.056,15,0
5267,6,2204858,2209858,6.314,6.107,5.686,5.472,39.146,38.925,23.931,23.934,36.439,35.838,31.008,30.359,5.81,5.645,6.713,7.288,6.056,6.877,15,0
5268,6,2209858,2214858,6.107,6.169,5.472,5.522,38.925,38.606,23.934,23.931,35.838,37.339,30.359,30.891,5.645,5.768,7.288,8.027,6.877,6.138,15,0
5269,6,2214858,2219859,6.169,6.143,5.522,5.553,38.606,38.35,23.931,23.931,37.339,36.661,30.891,31.356,5.768,5.892,8.027,7.986,6.138,6.59,15,0
5270,6,2219859,2224858,6.143,6.33,5.553,5.686,38.35,38.097,23.931,23.906,36.661,35.683,31.356,30.475,5.892,5.892,7.986,6.919,6.59,7.042,15,0
5271,6,2224858,2229859,6.33,5.541,5.686,5.187,38.097,37.892,23.906,23.913,35.683,36.758,30.475,31.917,5.892,5.768,6.919,8.479,7.042,6.138,15,0
5272,6,2229859,2234859,5.541,6.548,5.187,5.309,37.892,38.346,23.913,23.906,36.758,35.828,31.917,31.279,5.768,12.504,8.479,6.549,6.138,6.138,15,1
5273,6,2234859,2239860,6.548,7.536,5.309,5.756,38.346,38.227,23.906,23.903,35.828,35.761,31.279,31.521,12.504,13.695,6.549,6.672,6.138,6.426,15,0
5274,6,2239860,2244859,7.536,7.231,5.756,5.66,38.227,37.9,23.903,23.906,35.761,36.042,31.521,30.514,13.695,8.726,6.672,6.795,6.426,7.945,15,0
5275,6,2244859,2249860,7.231,6.889,5.66,5.833,37.9,37.565,23.906,23.903,36.042,36.109,30.514,31.985,8.726,7.534,6.795,6.795,7.945,6.672,15,1
5276,6,2249860,2254860,6.889,6.862,5.833,5.723,37.565,37.293,23.903,23.896,36.109,35.964,31.985,30.388,7.534,7.001,6.795,6.837,6.672,6.385,15,0
5277,6,2254860,2259860,6.862,7.375,5.723,4.543,37.293,36.986,23.896,23.896,35.964,35.625,30.388,30.466,7.001,6.138,6.837,7.288,6.385,6.138,15,0
5278,6,2259860,2264860,7.375,7.271,4.543,4.402,36.986,36.678,23.896,23.892,35.625,37.814,30.466,31.404,6.138,6.015,7.288,7.575,6.138,6.919,15,0
5279,6,2264860,2269861,7.271,6.967,4.402,4.302,36.678,36.347,23.892,23.889,37.814,35.528,31.404,30.398,6.015,6.015,7.575,7.494,6.919,6.59,15,0
5280,6,2269861,2274861,6.967,6.179,4.302,4.31,36.347,36.154,23.889,23.892,35.528,37.214,30.398,31.83,6.015,5.44,7.494,7.945,6.59,6.385,15,0
5281,6,2274861,2279861,6.179,5.504,4.31,3.815,36.154,35.803,23.892,23.889,37.214,35.402,31.83,30.359,5.44,5.317,7.945,7.288,6.385,6.672,15,0
5282,6,2279861,2284861,5.504,5.039,3.815,3.81,35.803,35.535,23.889,23.889,35.402,37.756,30.359,30.611,5.317,5.153,7.288,7.658,6.672,6.22,15,1
5283,6,2284861,2289863,5.039,5.373,3.81,3.674,35.535,35.129,23.889,23.882,37.756,37.572,30.611,31.724,5.153,5.276,7.658,7.74,6.22,6.549,15,0
5284,6,2289863,2294862,5.373,5.407,3.674,3.851,35.129,34.853,23.882,23.889,37.572,36.448,31.724,30.475,5.276,5.194,7.74,7.452,6.549,6.179,15,0
5285,6,2294862,2299863,5.407,5.407,3.851,3.838,34.853,34.454,23.889,23.878,36.448,35.945,30.475,31.898,5.194,4.988,7.452,7.575,6.179,6.426,15,0
5286,6,2299863,2304863,5.407,5.426,3.838,3.857,34.454,34.115,23.878,23.885,35.945,36.787,31.898,30.466,4.988,5.317,7.575,7.699,6.426,6.138,15,0
5287,6,2304863,2309864,5.426,5.514,3.857,3.674,34.115,33.788,23.885,23.871,36.787,36.41,30.466,30.233,5.317,4.947,7.699,8.109,6.138,6.056,15,0
5288,6,2309864,2314863,5.514,6.265,3.674,4.503,33.788,33.725,23.871,23.875,36.41,36.516,30.233,30.475,4.947,5.44,8.109,7.74,6.056,6.343,15,0
5289,6,2314863,2319864,6.265,6.383,4.503,5.336,33.725,33.52,23.875,23.878,36.516,36.109,30.475,30.824,5.44,5.317,7.74,8.561,6.343,7.247,15,0
5290,6,2319864,2324864,6.383,6.333,5.336,5.768,33.52,33.311,23.878,23.885,36.109,35.974,30.824,30.669,5.317,5.276,8.561,8.069,7.247,6.672,15,0
5291,6,2324864,2329864,6.333,6.465,5.768,5.804,33.311,33.347,23.885,23.868,35.974,36.09,30.669,32.237,5.276,5.153,8.069,8.069,6.672,10.532,15,0
5292,6,2189838,2194838,5.0,5.0,5.0,5.0,33.914,33.481,24.127,24.12,36.729,35.673,30.514,30.098,6.795,7.452,6.795,7.329,6.015,5.727,3,0
5293,6,2194838,2199839,5.0,5.108,5.0,5.008,33.481,32.814,24.12,24.138,35.673,35.809,30.098,30.466,7.452,7.575,7.329,7.37,5.727,5.727,3,0
5294,6,2199839,2204839,5.108,5.564,5.008,4.985,32.814,32.278,24.138,24.148,35.809,36.206,30.466,29.856,7.575,7.37,7.37,7.411,5.727,5.604,3,0
5295,6,2204839,2209838,5.564,5.422,4.985,4.913,32.278,31.829,24.148,24.127,36.206,36.4,29.856,29.681,7.37,7.37,7.411,7.083,5.604,5.645,3,0
5296,6,2209838,2214838,5.422,5.42,4.913,4.869,31.829,31.533,24.127,24.11,36.4,37.01,29.681,29.778,7.37,7.494,7.083,7.247,5.645,5.687,3,0
5297,6,2214838,2219839,5.42,6.093,4.869,4.832,31.533,31.154,24.11,24.099,37.01,36.439,29.778,29.894,7.494,8.644,7.247,7.452,5.687,5.768,3,0
5298,6,2219839,2224838,6.093,6.078,4.832,4.787,31.154,30.906,24.099,24.082,36.439,36.41,29.894,29.894,8.644,7.945,7.452,6.631,5.768,5.851,3,0
5299,6,2224838,2229839,6.078,6.064,4.787,4.787,30.906,30.579,24.082,24.085,36.41,36.632,29.894,29.894,7.945,8.397,6.631,7.617,5.851,5.974,3,0
5300,6,2229839,2234839,6.064,6.064,4.787,4.787,30.579,30.307,24.085,24.106,36.632,36.458,29.894,29.691,8.397,8.52,7.617,6.754,5.974,5.933,3,0
5301,6,2234839,2239840,6.064,6.064,4.787,4.787,30.307,30.019,24.106,24.106,36.458,36.148,29.691,29.585,8.52,8.397,6.754,6.837,5.933,5.768,3,0
5302,6,2239840,2244839,6.064,6.064,4.787,4.787,30.019,30.212,24.106,24.11,36.148,35.935,29.585,29.681,8.397,8.192,6.837,6.631,5.768,5.727,3,0
5303,6,2244839,2249840,6.064,6.064,4.787,4.787,30.212,29.936,24.11,24.134,35.935,36.371,29.681,29.923,8.192,8.15,6.631,7.042,5.727,5.645,3,0
5304,6,2249840,2254840,6.064,6.063,4.787,4.787,29.936,29.577,24.134,24.141,36.371,35.422,29.923,29.817,8.15,8.479,7.042,6.96,5.645,6.015,3,0
5305,6,2254840,2259840,6.063,6.063,4.787,4.787,29.577,29.246,24.141,24.127,35.422,35.925,29.817,29.953,8.479,8.438,6.96,7.124,6.015,5.892,3,0
5306,6,2259840,2264840,6.063,6.063,4.787,4.787,29.246,28.947,24.127,24.127,35.925,36.7,29.953,31.124,8.438,8.684,7.124,6.96,5.892,6.262,3,0
5307,6,2264840,2269841,6.063,6.063,4.787,4.787,28.947,28.757,24.127,24.124,36.7,36.448,31.124,29.74,8.684,9.382,6.96,6.467,6.262,5.768,3,0
5308,6,2269841,2274841,6.063,6.063,4.787,4.787,28.757,29.14,24.124,24.127,36.448,35.17,29.74,29.875,9.382,9.67,6.467,6.385,5.768,5.81,3,0
5309,6,2274841,2279841,6.063,6.063,4.787,4.766,29.14,29.132,24.127,24.131,35.17,36.255,29.875,31.153,9.67,9.711,6.385,6.302,5.81,6.179,3,0
5310,6,2279841,2284841,6.063,6.063,4.766,4.766,29.132,29.826,24.131,24.131,36.255,36.535,31.153,29.972,9.711,10.163,6.302,6.508,6.179,5.933,3,0
5311,6,2284841,2289842,6.063,6.063,4.766,4.766,29.826,30.898,24.131,24.131,36.535,36.371,29.972,29.953,10.163,10.286,6.508,6.672,5.933,5.727,3,0
5312,6,2289842,2294841,6.063,6.063,4.766,4.766,30.898,30.677,24.131,24.148,36.371,36.468,29.953,30.001,10.286,11.108,6.672,6.549,5.727,6.015,3,0
5313,6,2294841,2299842,6.063,6.061,4.766,4.766,30.677,30.232,24.148,24.159,36.468,37.165,30.001,29.953,11.108,11.025,6.549,7.206,6.015,5.974,3,0
5314,6,2299842,2304842,6.061,6.061,4.766,4.776,30.232,29.853,24.159,24.162,37.165,36.787,29.953,29.769,11.025,11.395,7.206,6.919,5.974,6.22,3,0
